"","pidp","birthy","sex","ypnpal","yppals","year","age","ypfpark","ypmkfrn","yppalo","ypsdqk"
"12523",286586693,1994,2,5,1,2005,11,NA,NA,1,NA
"12524",150553373,1994,2,10,4,2005,11,NA,NA,4,NA
"12525",626224253,1991,2,6,3,2005,14,NA,NA,2,NA
"12526",694234457,1992,2,2,2,2005,13,NA,NA,2,NA
"12527",354556089,1991,1,4,2,2005,14,NA,NA,4,NA
"12528",150487409,1994,1,5,2,2005,11,NA,NA,3,NA
"12529",218256897,1992,1,1,1,2005,13,NA,NA,2,NA
"12530",354259617,1992,1,12,4,2005,13,NA,NA,4,NA
"12531",150470409,1991,1,2,2,2005,14,NA,NA,2,NA
"12532",218270497,1990,1,8,3,2005,15,NA,NA,3,NA
"12533",30321322,1991,2,1,1,2005,14,NA,NA,1,NA
"12534",354614573,1990,1,5,1,2005,15,NA,NA,1,NA
"12535",150282053,1991,1,8,1,2005,14,NA,NA,3,NA
"12536",150282061,1992,2,4,2,2005,13,NA,NA,3,NA
"12537",354285461,1990,1,0,4,2005,15,NA,NA,4,NA
"12538",354285449,1990,2,4,2,2005,15,NA,NA,3,NA
"12539",82295653,1990,1,5,3,2005,15,NA,NA,4,NA
"12540",33313322,1992,2,2,2,2005,13,NA,NA,2,NA
"12541",218312657,1992,1,1,1,2005,13,NA,NA,2,NA
"12542",626316049,1993,1,3,1,2005,12,NA,NA,1,NA
"12543",286316733,1993,2,4,1,2005,12,NA,NA,1,NA
"12544",286316729,1992,1,8,4,2005,13,NA,NA,4,NA
"12545",694512565,1990,2,12,2,2005,15,NA,NA,3,NA
"12546",26424922,1992,2,4,2,2005,13,NA,NA,2,NA
"12547",26431762,1993,1,5,4,2005,12,NA,NA,3,NA
"12548",286327609,1992,1,20,3,2005,13,NA,NA,3,NA
"12549",490105929,1991,2,5,1,2005,14,NA,NA,2,NA
"12550",546822697,1990,2,1,4,2005,15,NA,NA,4,NA
"12551",82341209,1993,2,9,2,2005,12,NA,NA,4,NA
"12552",490341889,1992,1,4,2,2005,13,NA,NA,3,NA
"12553",489956333,1993,1,10,2,2005,12,NA,NA,4,NA
"12554",626349373,1992,2,4,4,2005,13,NA,NA,2,NA
"12555",25506882,1990,1,10,3,2005,15,NA,NA,4,NA
"12556",490353453,1991,2,2,1,2005,14,NA,NA,2,NA
"12557",558354129,1994,1,4,1,2005,11,NA,NA,3,NA
"12558",626367729,1991,2,4,1,2005,14,NA,NA,2,NA
"12559",286373853,1990,2,3,1,2005,15,NA,NA,2,NA
"12560",3985084,1990,1,10,2,2005,15,NA,NA,4,NA
"12561",762637689,1991,2,3,3,2005,14,NA,NA,4,NA
"12562",762375213,1994,2,2,3,2005,11,NA,NA,4,NA
"12563",218377933,1993,1,1,1,2005,12,NA,NA,2,NA
"12564",218398333,1993,1,1,1,2005,12,NA,NA,1,NA
"12565",218516649,1993,1,4,3,2005,12,NA,NA,1,NA
"12566",218411253,1991,2,6,2,2005,14,NA,NA,1,NA
"12567",218411257,1994,1,1,2,2005,11,NA,NA,2,NA
"12568",558414653,1992,1,8,4,2005,13,NA,NA,4,NA
"12569",558414657,1993,2,2,4,2005,12,NA,NA,4,NA
"12570",558414649,1990,2,2,4,2005,15,NA,NA,4,NA
"12571",700403409,1994,2,3,4,2005,11,NA,NA,4,NA
"12572",428406129,1990,2,2,2,2005,15,NA,NA,3,NA
"12573",428406133,1994,1,2,1,2005,11,NA,NA,1,NA
"12574",428429933,1990,2,16,2,2005,15,NA,NA,2,NA
"12575",224438773,1992,1,10,3,2005,13,NA,NA,4,NA
"12576",564442853,1989,2,1,2,2005,16,NA,NA,2,NA
"12577",564442857,1991,1,0,1,2005,14,NA,NA,1,NA
"12578",564442861,1993,2,1,2,2005,12,NA,NA,4,NA
"12579",360445585,1994,2,3,3,2005,11,NA,NA,3,NA
"12580",360445581,1992,1,5,2,2005,13,NA,NA,3,NA
"12581",428462569,1993,1,3,2,2005,12,NA,NA,3,NA
"12582",836463253,1991,2,7,2,2005,14,NA,NA,2,NA
"12583",360464609,1994,1,2,3,2005,11,NA,NA,2,NA
"12584",38862122,1992,2,2,1,2005,13,NA,NA,2,NA
"12585",564491133,1991,1,10,2,2005,14,NA,NA,4,NA
"12586",564500653,1991,2,3,3,2005,14,NA,NA,3,NA
"12587",700501337,1990,1,5,2,2005,15,NA,NA,2,NA
"12588",496502697,1992,2,11,2,2005,13,NA,NA,3,NA
"12589",768519013,1994,2,6,2,2005,11,NA,NA,2,NA
"12590",769391453,1991,1,15,2,2005,14,NA,NA,3,NA
"12591",88524453,1993,1,2,2,2005,12,NA,NA,3,NA
"12592",700550981,1991,2,3,1,2005,14,NA,NA,1,NA
"12593",13974164,1993,1,1,2,2005,12,NA,NA,2,NA
"12594",88567289,1991,2,5,1,2005,14,NA,NA,1,NA
"12595",768572733,1991,1,4,1,2005,14,NA,NA,2,NA
"12596",292576133,1991,1,7,2,2005,14,NA,NA,1,NA
"12597",293213973,1991,2,5,3,2005,14,NA,NA,4,NA
"12598",293213977,1993,2,2,2,2005,12,NA,NA,2,NA
"12599",632578177,1992,2,3,2,2005,13,NA,NA,2,NA
"12600",632578173,1990,1,6,2,2005,15,NA,NA,3,NA
"12601",700582257,1990,2,10,1,2005,15,NA,NA,2,NA
"12602",701368333,1993,2,11,2,2005,12,NA,NA,3,NA
"12603",156591093,1992,1,3,1,2005,13,NA,NA,1,NA
"12604",836597897,1990,1,4,1,2005,15,NA,NA,2,NA
"12605",700602657,1990,2,4,2,2005,15,NA,NA,2,NA
"12606",700602653,1994,1,2,NA,2005,11,NA,NA,2,NA
"12607",632606737,1992,1,15,1,2005,13,NA,NA,1,NA
"12608",41942482,1993,1,3,3,2005,12,NA,NA,4,NA
"12609",37264122,1990,2,15,2,2005,15,NA,NA,4,NA
"12610",768641409,1991,2,6,1,2005,14,NA,NA,2,NA
"12611",428642773,1992,2,5,2,2005,13,NA,NA,3,NA
"12612",632645501,1994,1,3,4,2005,11,NA,NA,4,NA
"12613",632645497,1990,1,20,2,2005,15,NA,NA,4,NA
"12614",428649581,1991,2,15,4,2005,14,NA,NA,4,NA
"12615",837387369,1990,1,1,1,2005,15,NA,NA,1,NA
"12616",632665213,1990,2,8,2,2005,15,NA,NA,4,NA
"12617",632665217,1991,1,4,3,2005,14,NA,NA,3,NA
"12618",564669305,1994,2,2,1,2005,11,NA,NA,1,NA
"12619",293416605,1990,1,4,1,2005,15,NA,NA,3,NA
"12620",292674733,1994,1,3,1,2005,11,NA,NA,3,NA
"12621",292674729,1991,1,4,4,2005,14,NA,NA,4,NA
"12622",564675413,1990,1,7,3,2005,15,NA,NA,2,NA
"12623",564675417,1993,2,9,2,2005,12,NA,NA,1,NA
"12624",564676769,1993,1,10,3,2005,12,NA,NA,4,NA
"12625",88681537,1991,1,5,1,2005,14,NA,NA,1,NA
"12626",632683573,1994,1,22,2,2005,11,NA,NA,3,NA
"12627",632683633,1990,2,4,2,2005,15,NA,NA,2,NA
"12628",7922164,1993,2,2,3,2005,12,NA,NA,3,NA
"12629",632693093,1994,1,7,2,2005,11,NA,NA,3,NA
"12630",836695817,1989,1,6,3,2005,16,NA,NA,2,NA
"12631",836696493,1992,2,20,3,2005,13,NA,NA,3,NA
"12632",429321417,1992,2,3,4,2005,13,NA,NA,4,NA
"12633",429321421,1992,1,10,4,2005,13,NA,NA,4,NA
"12634",768708049,1991,1,10,4,2005,14,NA,NA,4,NA
"12635",768708053,1994,2,4,2,2005,11,NA,NA,3,NA
"12636",225215337,1994,2,10,1,2005,11,NA,NA,3,NA
"12637",428720973,1991,2,7,2,2005,14,NA,NA,4,NA
"12638",428720977,1992,2,5,3,2005,13,NA,NA,4,NA
"12639",156725733,1993,2,6,1,2005,12,NA,NA,4,NA
"12640",769347249,1994,1,4,3,2005,11,NA,NA,3,NA
"12641",837375817,1993,2,5,1,2005,12,NA,NA,3,NA
"12642",837375813,1992,2,6,1,2005,13,NA,NA,3,NA
"12643",292747493,1993,1,1,2,2005,12,NA,NA,4,NA
"12644",292747489,1992,1,2,2,2005,13,NA,NA,3,NA
"12645",700748173,1992,2,0,1,2005,13,NA,NA,1,NA
"12646",701451285,1990,2,1,1,2005,15,NA,NA,1,NA
"12647",360759049,1994,1,12,2,2005,11,NA,NA,4,NA
"12648",156766537,1991,2,14,3,2005,14,NA,NA,4,NA
"12649",428768573,1992,2,5,2,2005,13,NA,NA,3,NA
"12650",428769937,1992,2,3,2,2005,13,NA,NA,2,NA
"12651",428773329,1990,1,0,2,2005,15,NA,NA,4,NA
"12652",292777409,1993,2,4,1,2005,12,NA,NA,1,NA
"12653",224778769,1994,1,4,1,2005,11,NA,NA,4,NA
"12654",564783533,1990,2,5,4,2005,15,NA,NA,4,NA
"12655",224784897,1992,2,3,1,2005,13,NA,NA,3,NA
"12656",224784893,1990,2,3,1,2005,15,NA,NA,2,NA
"12657",564786933,1990,1,3,2,2005,15,NA,NA,3,NA
"12658",564786937,1993,1,7,3,2005,12,NA,NA,3,NA
"12659",88797825,1994,2,3,3,2005,11,NA,NA,3,NA
"12660",88797817,1990,1,4,2,2005,15,NA,NA,2,NA
"12661",88797821,1993,2,2,2,2005,12,NA,NA,3,NA
"12662",632799849,1990,2,3,2,2005,15,NA,NA,3,NA
"12663",292808693,1990,1,8,1,2005,15,NA,NA,1,NA
"12664",36774482,1992,1,20,3,2005,13,NA,NA,4,NA
"12665",836814813,1992,2,1,2,2005,13,NA,NA,1,NA
"12666",292818213,1991,2,2,3,2005,14,NA,NA,4,NA
"12667",292818217,1993,1,10,3,2005,12,NA,NA,NA,NA
"12668",48735722,1991,1,9,3,2005,14,NA,NA,4,NA
"12669",156825013,1992,1,0,3,2005,13,NA,NA,2,NA
"12670",564826373,1994,2,10,1,2005,11,NA,NA,1,NA
"12671",564826377,1991,1,4,2,2005,14,NA,NA,1,NA
"12672",428829777,1992,2,2,2,2005,13,NA,NA,3,NA
"12673",428829773,1990,1,4,2,2005,15,NA,NA,3,NA
"12674",496841341,1994,1,2,1,2005,11,NA,NA,1,NA
"12675",496842009,1990,2,4,3,2005,15,NA,NA,4,NA
"12676",496842017,1993,2,11,2,2005,12,NA,NA,4,NA
"12677",496842013,1993,2,15,2,2005,12,NA,NA,4,NA
"12678",293386013,1990,2,2,1,2005,15,NA,NA,2,NA
"12679",40759322,1990,2,18,1,2005,15,NA,NA,1,NA
"12680",496854933,1991,1,6,2,2005,14,NA,NA,4,NA
"12681",496855613,1994,1,2,2,2005,11,NA,NA,2,NA
"12682",428865141,1990,2,9,1,2005,15,NA,NA,2,NA
"12683",156867173,1993,2,3,1,2005,12,NA,NA,2,NA
"12684",564871937,1990,1,4,2,2005,15,NA,NA,3,NA
"12685",564871941,1994,1,7,2,2005,11,NA,NA,3,NA
"12686",37672122,1993,1,4,2,2005,12,NA,NA,3,NA
"12687",428876013,1990,2,6,2,2005,15,NA,NA,3,NA
"12688",428876017,1993,2,8,2,2005,12,NA,NA,2,NA
"12689",768876697,1992,1,3,4,2005,13,NA,NA,3,NA
"12690",768876693,1990,2,15,2,2005,15,NA,NA,2,NA
"12691",292886213,1990,1,5,2,2005,15,NA,NA,2,NA
"12692",428890973,1993,1,3,1,2005,12,NA,NA,1,NA
"12693",565396889,1992,2,2,1,2005,13,NA,NA,1,NA
"12694",496909333,1993,1,4,4,2005,12,NA,NA,3,NA
"12695",48939762,1991,1,3,1,2005,14,NA,NA,2,NA
"12696",224924973,1990,2,3,2,2005,15,NA,NA,4,NA
"12697",360925653,1992,2,8,3,2005,13,NA,NA,4,NA
"12698",836929113,1990,1,2,4,2005,15,NA,NA,4,NA
"12699",224929729,1992,1,4,2,2005,13,NA,NA,2,NA
"12700",428933137,1990,2,NA,3,2005,15,NA,NA,2,NA
"12701",700935853,1994,2,2,2,2005,11,NA,NA,2,NA
"12702",224937893,1990,1,7,1,2005,15,NA,NA,1,NA
"12703",768938633,1990,1,4,3,2005,15,NA,NA,3,NA
"12704",88939929,1992,1,15,1,2005,13,NA,NA,4,NA
"12705",564945373,1991,1,3,4,2005,14,NA,NA,4,NA
"12706",633348613,1991,2,10,1,2005,14,NA,NA,3,NA
"12707",700954893,1991,1,13,4,2005,14,NA,NA,4,NA
"12708",700954897,1991,2,25,2,2005,14,NA,NA,2,NA
"12709",156955581,1992,1,0,1,2005,13,NA,NA,1,NA
"12710",292956249,1993,2,4,2,2005,12,NA,NA,2,NA
"12711",428965093,1992,2,10,2,2005,13,NA,NA,2,NA
"12712",360965773,1994,2,4,2,2005,11,NA,NA,1,NA
"12713",156971213,1991,2,3,2,2005,14,NA,NA,2,NA
"12714",156982093,1991,2,3,4,2005,14,NA,NA,4,NA
"12715",156982089,1990,1,4,1,2005,15,NA,NA,1,NA
"12716",360995697,1991,1,16,3,2005,14,NA,NA,2,NA
"12717",360999773,1992,1,5,4,2005,13,NA,NA,3,NA
"12718",360999769,1990,1,4,4,2005,15,NA,NA,4,NA
"12719",89001817,1992,1,4,2,2005,13,NA,NA,1,NA
"12720",701249333,1990,2,8,2,2005,15,NA,NA,1,NA
"12721",89015413,1992,2,10,2,2005,13,NA,NA,4,NA
"12722",89015417,1992,2,5,2,2005,13,NA,NA,1,NA
"12723",497016769,1991,1,2,1,2005,14,NA,NA,2,NA
"12724",497016773,1993,1,5,1,2005,12,NA,NA,2,NA
"12725",293022889,1994,1,3,4,2005,11,NA,NA,4,NA
"12726",225307809,1992,2,15,2,2005,13,NA,NA,3,NA
"12727",293026969,1993,1,40,2,2005,12,NA,NA,3,NA
"12728",293026973,1994,2,5,2,2005,11,NA,NA,3,NA
"12729",769029013,1991,2,4,2,2005,14,NA,NA,2,NA
"12730",89030381,1992,2,10,2,2005,13,NA,NA,2,NA
"12731",89030377,1991,1,2,3,2005,14,NA,NA,2,NA
"12732",701033773,1994,2,3,1,2005,11,NA,NA,2,NA
"12733",701033769,1992,2,9,4,2005,13,NA,NA,4,NA
"12734",89037853,1994,1,5,2,2005,11,NA,NA,2,NA
"12735",2903605,1990,2,7,2,2005,15,NA,NA,2,NA
"12736",837058313,1991,2,9,2,2005,14,NA,NA,4,NA
"12737",769269057,1993,1,0,2,2005,12,NA,NA,2,NA
"12738",769269053,1991,1,15,1,2005,14,NA,NA,3,NA
"12739",225067093,1991,2,1,1,2005,14,NA,NA,4,NA
"12740",293068453,1992,2,10,1,2005,13,NA,NA,4,NA
"12741",837075933,1992,1,10,2,2005,13,NA,NA,4,NA
"12742",36121722,1992,1,4,2,2005,13,NA,NA,4,NA
"12743",293090209,1994,1,12,1,2005,11,NA,NA,2,NA
"12744",429228933,1994,2,9,2,2005,11,NA,NA,2,NA
"12745",769118777,1993,2,10,1,2005,12,NA,NA,3,NA
"12746",769128297,1991,1,3,2,2005,14,NA,NA,4,NA
"12747",89129653,1992,1,10,2,2005,13,NA,NA,3,NA
"12748",89129713,1991,1,9,2,2005,14,NA,NA,3,NA
"12749",48932962,1992,2,4,2,2005,13,NA,NA,3,NA
"12750",48926122,1990,2,4,2,2005,15,NA,NA,3,NA
"12751",361141209,1992,1,12,1,2005,13,NA,NA,2,NA
"12752",293309853,1993,1,3,1,2005,12,NA,NA,2,NA
"12753",293309849,1991,2,1,1,2005,14,NA,NA,1,NA
"12754",89148689,1993,2,5,2,2005,12,NA,NA,2,NA
"12755",497156169,1992,1,2,1,2005,13,NA,NA,1,NA
"12756",837298969,1993,2,3,2,2005,12,NA,NA,4,NA
"12757",701158209,1993,1,2,2,2005,12,NA,NA,4,NA
"12758",225445165,1991,2,9,1,2005,14,NA,NA,2,NA
"12759",497170453,1992,1,3,4,2005,13,NA,NA,4,NA
"12760",225203085,1992,1,9,2,2005,13,NA,NA,4,NA
"12761",89205813,1992,1,4,3,2005,13,NA,NA,2,NA
"12762",769209213,1991,2,2,1,2005,14,NA,NA,2,NA
"12763",367552257,1993,2,4,1,2005,12,NA,NA,1,NA
"12764",231565181,1992,1,5,1,2005,13,NA,NA,2,NA
"12765",231565177,1990,1,3,2,2005,15,NA,NA,4,NA
"12766",231578773,1991,1,4,2,2005,14,NA,NA,2,NA
"12767",843584213,1992,1,5,2,2005,13,NA,NA,2,NA
"12768",183724,1992,1,8,3,2005,13,NA,NA,3,NA
"12769",55229722,1990,1,2,1,2005,15,NA,NA,4,NA
"12770",55236562,1991,2,5,1,2005,14,NA,NA,4,NA
"12771",639595773,1992,1,1,2,2005,13,NA,NA,2,NA
"12772",367605973,1994,1,5,4,2005,11,NA,NA,4,NA
"12773",435609373,1992,2,11,1,2005,13,NA,NA,2,NA
"12774",231614809,1992,1,11,3,2005,13,NA,NA,4,NA
"12775",707615497,1992,1,5,2,2005,13,NA,NA,3,NA
"12776",55719362,1989,1,3,1,2005,16,NA,NA,2,NA
"12777",639631813,1990,2,5,2,2005,15,NA,NA,3,NA
"12778",639631817,1992,1,13,2,2005,13,NA,NA,2,NA
"12779",639631821,1993,1,10,2,2005,12,NA,NA,1,NA
"12780",503641337,1989,2,8,2,2005,16,NA,NA,3,NA
"12781",503641341,1991,2,6,2,2005,14,NA,NA,3,NA
"12782",639643381,1994,1,12,2,2005,11,NA,NA,2,NA
"12783",639643377,1992,1,3,2,2005,13,NA,NA,4,NA
"12784",639643373,1990,1,27,3,2005,15,NA,NA,4,NA
"12785",843649493,1990,2,1,2,2005,15,NA,NA,4,NA
"12786",843649497,1992,2,4,2,2005,13,NA,NA,3,NA
"12787",231657653,1992,1,6,1,2005,13,NA,NA,4,NA
"12788",299661061,1992,1,5,2,2005,13,NA,NA,2,NA
"12789",571664457,1991,1,10,1,2005,14,NA,NA,2,NA
"12790",843677381,1992,2,10,1,2005,13,NA,NA,2,NA
"12791",231680093,1990,1,4,2,2005,15,NA,NA,2,NA
"12792",57337722,1993,1,8,3,2005,12,NA,NA,4,NA
"12793",435711377,1993,2,5,1,2005,12,NA,NA,1,NA
"12794",57711802,1991,2,6,2,2005,14,NA,NA,2,NA
"12795",57718642,1994,2,6,2,2005,11,NA,NA,2,NA
"12796",843716817,1993,2,4,1,2005,12,NA,NA,2,NA
"12797",59194082,1990,1,3,3,2005,15,NA,NA,2,NA
"12798",59200922,1994,2,5,2,2005,11,NA,NA,1,NA
"12799",231725649,1990,2,4,3,2005,15,NA,NA,3,NA
"12800",163737893,1992,2,6,1,2005,13,NA,NA,4,NA
"12801",435746057,1992,1,11,2,2005,13,NA,NA,3,NA
"12802",435748093,1990,1,7,1,2005,15,NA,NA,1,NA
"12803",435748097,1993,1,7,1,2005,12,NA,NA,2,NA
"12804",59425322,1991,1,4,2,2005,14,NA,NA,2,NA
"12805",95756941,1990,1,12,1,2005,15,NA,NA,4,NA
"12806",163758297,1991,1,2,2,2005,14,NA,NA,3,NA
"12807",435762381,1993,1,5,2,2005,12,NA,NA,3,NA
"12808",775770533,1991,1,7,2,2005,14,NA,NA,3,NA
"12809",571792301,1991,1,4,2,2005,14,NA,NA,3,NA
"12810",163807249,1992,1,3,4,2005,13,NA,NA,4,NA
"12811",55093802,1990,2,5,2,2005,15,NA,NA,2,NA
"12812",571812009,1994,1,1,3,2005,11,NA,NA,4,NA
"12813",639822897,1994,1,8,1,2005,11,NA,NA,1,NA
"12814",95826297,1990,2,5,1,2005,15,NA,NA,2,NA
"12815",639831053,1993,1,10,1,2005,12,NA,NA,1,NA
"12816",231843293,1993,1,5,2,2005,12,NA,NA,2,NA
"12817",367845333,1994,2,1,1,2005,11,NA,NA,1,NA
"12818",367848737,1994,2,3,2,2005,11,NA,NA,2,NA
"12819",367848733,1990,2,3,4,2005,15,NA,NA,4,NA
"12820",775849421,1991,1,2,2,2005,14,NA,NA,1,NA
"12821",775850097,1993,2,4,1,2005,12,NA,NA,4,NA
"12822",775850093,1991,1,3,2,2005,14,NA,NA,4,NA
"12823",843852145,1992,2,10,1,2005,13,NA,NA,4,NA
"12824",503854173,1991,1,5,2,2005,14,NA,NA,4,NA
"12825",775856213,1992,2,5,1,2005,13,NA,NA,2,NA
"12826",639864373,1992,1,3,2,2005,13,NA,NA,1,NA
"12827",639864377,1993,1,5,2,2005,12,NA,NA,2,NA
"12828",503865733,1994,2,5,1,2005,11,NA,NA,1,NA
"12829",503868449,1993,1,4,2,2005,12,NA,NA,3,NA
"12830",639871241,1990,1,8,2,2005,15,NA,NA,3,NA
"12831",639871245,1993,2,1,1,2005,12,NA,NA,1,NA
"12832",3565925,1990,2,6,4,2005,15,NA,NA,2,NA
"12833",483004,1991,2,5,4,2005,14,NA,NA,3,NA
"12834",3567965,1994,2,4,4,2005,11,NA,NA,3,NA
"12835",3567285,1992,1,3,4,2005,13,NA,NA,4,NA
"12836",163886133,1992,2,4,4,2005,13,NA,NA,2,NA
"12837",163886137,1994,2,4,3,2005,11,NA,NA,3,NA
"12838",163886129,1991,1,50,2,2005,14,NA,NA,3,NA
"12839",503893617,1991,1,6,2,2005,14,NA,NA,3,NA
"12840",503893621,1993,2,NA,NA,2005,12,NA,NA,NA,NA
"12841",57956522,1992,2,7,1,2005,13,NA,NA,2,NA
"12842",57949682,1989,1,6,2,2005,16,NA,NA,1,NA
"12843",163898373,1990,2,2,2,2005,15,NA,NA,3,NA
"12844",639903137,1993,1,10,2,2005,12,NA,NA,2,NA
"12845",639903133,1991,1,4,3,2005,14,NA,NA,2,NA
"12846",163903817,1993,2,3,1,2005,12,NA,NA,1,NA
"12847",163903813,1990,2,8,1,2005,15,NA,NA,2,NA
"12848",163903821,1994,1,15,1,2005,11,NA,NA,2,NA
"12849",571915377,1991,2,3,1,2005,14,NA,NA,1,NA
"12850",843919453,1992,2,10,1,2005,13,NA,NA,2,NA
"12851",299930333,1992,1,15,1,2005,13,NA,NA,2,NA
"12852",435934417,1991,1,3,1,2005,14,NA,NA,1,NA
"12853",435936453,1990,2,3,2,2005,15,NA,NA,2,NA
"12854",435936457,1993,2,2,2,2005,12,NA,NA,3,NA
"12855",843236741,1993,2,7,1,2005,12,NA,NA,1,NA
"12856",843236737,1992,2,5,1,2005,13,NA,NA,1,NA
"12857",639238093,1994,2,3,4,2005,11,NA,NA,3,NA
"12858",639238089,1990,2,5,4,2005,15,NA,NA,4,NA
"12859",843244893,1993,2,7,1,2005,12,NA,NA,2,NA
"12860",843244897,1994,2,5,1,2005,11,NA,NA,2,NA
"12861",58745282,1994,1,13,3,2005,11,NA,NA,3,NA
"12862",707206133,1990,1,2,2,2005,15,NA,NA,4,NA
"12863",163213613,1990,1,1,2,2005,15,NA,NA,4,NA
"12864",639215657,1992,2,2,2,2005,13,NA,NA,2,NA
"12865",639215653,1990,1,0,1,2005,15,NA,NA,1,NA
"12866",58847362,1992,1,4,3,2005,13,NA,NA,4,NA
"12867",58840522,1990,1,4,1,2005,15,NA,NA,2,NA
"12868",163227905,1992,2,8,3,2005,13,NA,NA,4,NA
"12869",367358457,1991,2,8,2,2005,14,NA,NA,4,NA
"12870",367363209,1990,1,8,1,2005,15,NA,NA,3,NA
"12871",435401973,1991,1,4,2,2005,14,NA,NA,4,NA
"12872",61281802,1990,1,6,2,2005,15,NA,NA,3,NA
"12873",775425769,1993,2,5,3,2005,12,NA,NA,4,NA
"12874",775431893,1992,1,NA,1,2005,13,NA,NA,3,NA
"12875",367433257,1991,2,3,2,2005,14,NA,NA,2,NA
"12876",367440049,1990,1,9,1,2005,15,NA,NA,3,NA
"12877",639446853,1991,2,4,2,2005,14,NA,NA,3,NA
"12878",503448885,1991,2,2,1,2005,14,NA,NA,1,NA
"12879",571456373,1991,2,3,3,2005,14,NA,NA,4,NA
"12880",503461809,1991,1,11,3,2005,14,NA,NA,2,NA
"12881",503461813,1992,1,20,3,2005,13,NA,NA,4,NA
"12882",299465221,1994,2,7,1,2005,11,NA,NA,1,NA
"12883",299465217,1990,2,3,2,2005,15,NA,NA,2,NA
"12884",61948122,1993,2,4,1,2005,12,NA,NA,2,NA
"12885",299481537,1993,2,8,3,2005,12,NA,NA,4,NA
"12886",503482953,1990,2,2,2,2005,15,NA,NA,3,NA
"12887",299484937,1991,2,6,1,2005,14,NA,NA,1,NA
"12888",299486977,1990,1,3,1,2005,15,NA,NA,2,NA
"12889",775497169,1992,1,4,3,2005,13,NA,NA,1,NA
"12890",367501249,1991,1,10,4,2005,14,NA,NA,4,NA
"12891",707502625,1993,2,5,3,2005,12,NA,NA,4,NA
"12892",707502621,1991,1,28,2,2005,14,NA,NA,4,NA
"12893",775505333,1993,1,4,1,2005,12,NA,NA,2,NA
"12894",775508057,1992,2,2,1,2005,13,NA,NA,1,NA
"12895",843519613,1992,1,18,2,2005,13,NA,NA,4,NA
"12896",435525733,1993,2,21,4,2005,12,NA,NA,4,NA
"12897",367533897,1990,1,5,1,2005,15,NA,NA,1,NA
"12898",775254409,1992,1,10,2,2005,13,NA,NA,3,NA
"12899",775256449,1992,1,NA,1,2005,13,NA,NA,1,NA
"12900",707264617,1991,1,11,3,2005,14,NA,NA,4,NA
"12901",775279577,1993,2,6,3,2005,12,NA,NA,4,NA
"12902",775279573,1992,1,1,2,2005,13,NA,NA,1,NA
"12903",503289097,1991,1,5,2,2005,14,NA,NA,3,NA
"12904",571289777,1993,2,6,4,2005,12,NA,NA,4,NA
"12905",571289773,1993,2,1,3,2005,12,NA,NA,2,NA
"12906",571291813,1993,2,11,1,2005,12,NA,NA,1,NA
"12907",571291817,1994,2,1,2,2005,11,NA,NA,2,NA
"12908",163292493,1994,1,4,2,2005,11,NA,NA,1,NA
"12909",163292489,1992,2,4,2,2005,13,NA,NA,3,NA
"12910",775293853,1991,1,4,4,2005,14,NA,NA,3,NA
"12911",503299289,1991,1,3,1,2005,14,NA,NA,1,NA
"12912",63362482,1991,1,5,1,2005,14,NA,NA,3,NA
"12913",367305413,1993,1,5,2,2005,12,NA,NA,2,NA
"12914",435306097,1992,2,4,2,2005,13,NA,NA,4,NA
"12915",367315613,1991,1,25,1,2005,14,NA,NA,2,NA
"12916",435321737,1991,2,7,2,2005,14,NA,NA,4,NA
"12917",299941209,1990,2,7,2,2005,15,NA,NA,3,NA
"12918",435948693,1993,1,1,1,2005,12,NA,NA,3,NA
"12919",299951413,1992,2,6,1,2005,13,NA,NA,2,NA
"12920",435955493,1993,2,5,2,2005,12,NA,NA,3,NA
"12921",435955489,1991,1,12,2,2005,14,NA,NA,2,NA
"12922",435956173,1993,1,3,2,2005,12,NA,NA,2,NA
"12923",299959573,1991,1,6,2,2005,14,NA,NA,4,NA
"12924",299961617,1992,2,6,2,2005,13,NA,NA,2,NA
"12925",231969777,1991,1,3,1,2005,14,NA,NA,1,NA
"12926",231969773,1990,2,4,1,2005,15,NA,NA,2,NA
"12927",231969781,1993,2,5,1,2005,12,NA,NA,1,NA
"12928",95970453,1990,1,6,3,2005,15,NA,NA,2,NA
"12929",231971813,1993,2,4,4,2005,12,NA,NA,4,NA
"12930",95975221,1991,2,3,1,2005,14,NA,NA,1,NA
"12931",95975225,1994,1,10,1,2005,11,NA,NA,1,NA
"12932",95986089,1992,2,7,2,2005,13,NA,NA,3,NA
"12933",231987453,1992,1,12,3,2005,13,NA,NA,4,NA
"12934",232028249,1990,1,10,1,2005,15,NA,NA,2,NA
"12935",232028253,1993,1,7,2,2005,12,NA,NA,4,NA
"12936",96029613,1991,2,5,1,2005,14,NA,NA,2,NA
"12937",708030981,1994,2,3,3,2005,11,NA,NA,4,NA
"12938",504044573,1993,2,5,1,2005,12,NA,NA,4,NA
"12939",504044577,1994,2,10,2,2005,11,NA,NA,4,NA
"12940",504044569,1992,2,7,1,2005,13,NA,NA,2,NA
"12941",640045929,1991,1,1,2,2005,14,NA,NA,4,NA
"12942",232047977,1993,1,2,4,2005,12,NA,NA,4,NA
"12943",232050013,1994,2,2,1,2005,11,NA,NA,3,NA
"12944",232050009,1991,2,3,3,2005,14,NA,NA,3,NA
